"en","Comment"
"{Zell}
“Well, I've been thinkin'...{Wait032} We're a team, yet
 we haven't really talked lately.”",""
"{Zell}
“Don't tell me there's nothin' to say.”",""
"{Zell}
“Not that I have anything to say, but...
 Well, y'know.”",""
"{Zell}
“You wanna go kick some monster butt
 at the training center?”
(Not in the mood)
(Sounds good)",""
"{Squall}
“Sorry,
 I'm not in the mood.”",""
"Zell
“Oh, ok.”",""
"Zell
“Y'know, thought it might feel
 good to move around a little...”",""
"Zell
“Let me know if you change your mind!”",""
"(Thanks, {Zell}.
 Just not right now...)",""
"{Squall}
“Sounds good.”",""
"Zell
“Right?”",""
"Zell
“This kinda lifestyle gets you
 so out of shape.”{NewPage}“It gets you thinkin'
 too much, all that stuff.”",""
"(Was he trying to cheer me up?)",""
"{Squall}
“Sorry, Zell.”",""
"{Squall}
“What?”",""
"{Quistis}
“You're looking a bit too pensive.”",""
"(An instructor's intuition?)",""
"{Quistis}
“You want to be left alone?”
(Yeah, just leave me alone)
(It's not like that)",""
"{Squall}
“Yeah, just leave me alone.”",""
"{Quistis}
“You can't get rid of me that easily.”",""
"{Squall}
“It's not like that.”",""
"{Quistis}
“Really?  Okay.”",""
"{Quistis}
“Hey, do you remember?”{NewPage}“Hanging out at the overlook together,
 the night you became a SeeD?”",""
"{Quistis}
“You gave me the cold shoulder.”",""
"{Quistis}
“But maybe now you understand
 how I felt.”{NewPage}{Quistis}
“Sometimes people need someone
 to talk to.”",""
"(I think I understand.
 But...)",""
"{Quistis}
“Why don't you talk to me?
 Might make you feel better.”",""
"{Quistis}
“Or do you want to go talk to a wall?”",""
"{Quistis}
“What do you want to do?”
(I do feel like talking...)
(I want to be alone)",""
"{Squall}
“I do feel like talking...”",""
"{Quistis}
“Good!  Let's go, then.
 We can talk over some tea.”",""
"{Squall}
“Just leave me alone for now.”",""
"{Quistis}
“Oh well...{Wait032}
 I had a feeling you'd say that.”",""
"{Squall}
“Sorry...”",""
"{Quistis}
“That's ok.
 Maybe some other time.”",""
"(...{Wait048}...{Wait064}...{Wait096}Is it morning already...?){NewPage}(...{Wait064}...{Wait032}...{Wait064}Maybe I did overreact.)",""
"(I probably shouldn't have yelled...{Wait064}
 not to his face, at least...){NewPage}(It was definitely disrespectful...{Wait048}...{Wait048}
 and maybe a bit outta line...)",""
"(...{Wait032}And...{Wait048}if Ellone really has the kind
 of power he says she has...){NewPage}(A power great enough to gain the
 attention of Sorceress Adel...){NewPage}(Then...{Wait032}maybe it WAS the right call
 to keep her whereabouts secret...?){NewPage}(But he still had no right to keep
 that secret from me...{Wait096}did he?){Wait032}",""
"(I wonder...{Wait048}back when we were young...
 {Wait048}That might explain some of Ellone's behavior.){NewPage}(She was always telling stories about Esthar,
 and scaring us with tales of the Sorceress...){NewPage}(I guess being hunted by a sorceress will
 leave a strong impression on a child...)",""
"(But now...{Wait032}according to the Headmaster,
 it's time for us to turn things around.){NewPage}(Now it's our job to hunt down a
 sorceress of our own...){NewPage}(Am I ready...?{Wait048}
 ...{Wait064}...{Wait064}...{Wait064}...)",""
"(...This is getting boring.)",""
"(What's everyone doing?)",""
"“{Squall}, {Squall}!
 Please report to the bridge immediately.”",""
"(...Morning already?){NewPage}(I must have overslept!)",""
"(...{Wait064}...{Wait048}...{Wait048}It's over...){NewPage}(We finally won...){NewPage}(We stopped {Galbadia}...)",""
"(But...{Wait064}what happened to {Rinoa}?){NewPage}(She stopped the Sorceress...){NewPage}(...{Wait064}by doing...{Wait064}something...?)",""
"(But now...{Wait096}why won't she wake up?)",""
"({Rinoa}....)",""
"Received [Weapons Monthly, April Issue]!",""
"{Squall}
“......”",""
"#bgryo2_2","246"
"",""
"",""
"Selphie
“{Squall}, it's our first SeeD mission!”{NewPage}“Looks like we're going to {Blue}【{Timber}】{White}.
 Meet {Blue}【by the front gate】{White}.”{NewPage}“Hurry!”",""
"{Squall}
“I'll just go to sleep...”",""
"(Funny. I haven't seen anyone all day.)",""
"(I wonder where {Rinoa} is...)",""
"【Save Point】
 Access the Menu and select
[Save] to save your game.",""
"Received [Weapons Monthly, April Issue]!",""
"“{Squall}...”{NewPage}“Oh♫,  {Squall}♫?”",""
"“Wake up, already.”",""
"{Quistis}
“Wondering why I've sneaked into
 your room in the middle of the night?”{NewPage}{Quistis}
“Think about it for a second...{Wait064}
 No, I won't make you guess...”{NewPage}{Quistis}
“It's finally time for you and I to
 play a little game.”{NewPage}{Quistis}
“...{Wait032}...{Wait048}...{Wait048}You defeated the 4-Suits.
 You've proven yourself worthy.”{NewPage}{Quistis}
“The only member left to face is me,
 the Card Club leader...{Wait096}King.”",""
"{Quistis} 
“I gotta admit, I'm impressed by
 how quickly you've improved!”{NewPage}{Quistis}
“I love cards, and I've been playing
 longer than I can remember.”{NewPage}{Quistis}
“I can confidently say that I'm the
 best card player in the whole Garden...”{NewPage}{Quistis}
“...that is to say, other than the
 Headmaster himself, of course.”{NewPage}{Quistis}
“But you...{Wait032}I didn't think it was something
 you'd ever be interested in...”",""
"{Quistis}
“This is exciting! {Wait032} It's been a long time
 since I've challenged someone new.”",""
"{Quistis}
“This match is our destiny, {Squall}.
 Don't hold back!”",""
"{Quistis}
“I can't believe I lost!”{NewPage}{Quistis}
“I never lose...”",""
"{Quistis}
“Hey, you're pretty good.
 Just as I expected.”{NewPage}{Quistis}
“Looks like we'll be playing
 many more games to come.”",""
"{Quistis}
“Well, it's clear you still have
 a long way to go.”{NewPage}{Quistis}
“I honestly thought you'd be a
 much better player by now.”",""
"{Quistis}
“Oh, my...{Wait032} You can't back out now!
 We were destined to play.”",""
"{Quistis}
“Well, now you're in.
 You're a part of the club.”{NewPage}{Quistis}
“And don't be a stranger!
 I'm always up for a game.”{NewPage}{Quistis}
“We can challenge each other
 anytime, as equals.”{NewPage}{Quistis}
“Come find me in the Garden
 cockpit, when you're interested.”",""
"{Quistis}
“Goodnight, {Squall}.
 Sleep well.”{NewPage}{Quistis}
“And...{Wait032}thanks, for taking
 the time to play.”{NewPage}{Quistis}
“Whatever happens...{Wait048}
 It's been fun...”",""
"{Quistis}
“What do you mean
 you don't have enough cards?
 Oh well, that's too bad.”",""
"Quistis
“{Squall}, you know
 {Balamb}'s rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 {Galbadia}'s rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 {Trabia}'s rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 {Centra}'s rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 {Dollet}'s rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 FH's rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 Lunar's rules, right?
 Why don't we use that, too?”",""
"Quistis
“{Squall}, you know
 {Esthar}'s rules, right?
 Why don't we use that, too?”",""
"The {Blue}“Open”{White} rule has spread
throughout this region.",""
"The {Blue}“Same”{White} rule has spread
throughout this region.",""
"The {Blue}“Plus”{White} rule has spread
throughout this region.",""
"The {Blue}“Random”{White} rule has spread
throughout this region.",""
"The {Blue}“Sudden Death”{White} rule has spread
throughout this region.",""
"The {Blue}“Retry”{White} rule has spread
throughout this region.",""
"The {Blue}“Same Wall”{White} rule has spread
throughout this region.",""
"The {Blue}“Elemental”{White} rule has spread
throughout this region.",""
"The {Blue}“Open”{White} rule was abolished
from this region.",""
"The {Blue}“Same”{White} rule was abolished
from this region.",""
"The {Blue}“Plus”{White} rule was abolished
from this region.",""
"The {Blue}“Random”{White} rule was abolished
from this region.",""
"The {Blue}“Sudden Death”{White} rule was abolished
from this region.",""
"The {Blue}“Retry”{White} rule was abolished
from this region.",""
"The {Blue}“Same Wall”{White} rule was abolished
from this region.",""
"The {Blue}“Elemental”{White} rule was abolished
from this region.",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“FH”",""
"“Lunar”",""
"“{Esthar}”",""
"“No optional rules”",""
"#bgsecr_1","247"
"Test",""
"{Quistis}
“Wow! {Wait064} Look at this place...”{Wait128}{NewPage}{Quistis}
“I haven't been here for...{Wait096}far too long...”{Wait032}",""
"#bgsecr_2","248"
"",""
"{Quistis}
“It's beautiful, isn't it? {Wait064}
 Balamb Garden?”{NewPage}{Quistis}
“The Gardens were made from the
 remains of ancient Centra cities...”{NewPage}{Quistis}
“...great and mysterious artifacts,
 of a long-forgotten time...”{NewPage}{Quistis}
“...{Wait032}Speaking of...{Wait064} What time IS it?”",""
"{Squall}
“It's after midnight.”",""
"{Quistis}
“I guess that's it then...”",""
"{Quistis}
“As of today, I, {Quistis} Trepe,
 am no longer an instructor.”",""
"{Quistis}
“I'm just another member of SeeD.{Wait048}
 Same as you...”",""
"{Squall}
“...Oh...”{NewPage}{Squall}
“...Really?”",""
"{Quistis}
“Yes.{Wait032} Really.{Wait048}
 And do you want to know why?”{NewPage}{Quistis}
“They told me that my promotion to
 instructor had been a mistake...”{NewPage}{Quistis}
“And that I would be of better use as
 an active SeeD in the field.”{NewPage}{Quistis}
“A bit of a backhanded compliment,
 don't you think?”{NewPage}{Quistis}
“But, do you want to know the worst
 part of all?”{NewPage}{Quistis}
“Headmaster Cid himself said that I
 lacked necessary leadership qualities.”{NewPage}{Quistis}
“I couldn't believe it!{Wait048}  After all the work
 I've done...{Wait128}I was devastated...”{NewPage}{Quistis}
“Maybe...{Wait064}maybe {Seifer} was right all
 along...”",""
"{Squall}
“Maybe...”{NewPage}“But I wouldn't give
 {Seifer} too much credit.”",""
"{Quistis}
“Maybe it was just too fast. I was
 a SeeD by the age of 15...”{NewPage}{Quistis}
“I got my instructor license at 17...
{Wait048} Where'd I go wrong?”{NewPage}{Quistis}
“It's only been a year...{Wait064}
 Maybe I just have more to learn?”",""
"{Quistis}
“At least I'm still useful as a SeeD. {Wait048}I was
 speaking with the Headmaster earlier...”{NewPage}{Quistis}
“He already had a special contract, one that
 he set aside specifically for me.”{NewPage}{Quistis}
“To be honest...{Wait064} I was sort of hoping
 they would put me on a mission with you...”{NewPage}{Quistis}
“But,{Wait016} this next mission is something...{Wait048}different.
 {Wait064}It'll require a bit of espionage.”{NewPage}{Quistis}
“Listen, {Squall}. {Wait048}The nature of our Garden,
 and of SeeD...{Wait064}very soon, it's gonna change.”",""
